,RMSE,Error > 1m
"(40, 5)",268.38252189066657,True
"(40, 10)",283.6445435771956,True
"(45, 5)",288.33152909274907,True
"(45, 10)",319.87356038855654,True
"(50, 5)",306.9760419176968,True
"(50, 10)",274.60052274743305,True
"(50, 15)",354.0874288958034,True
"(50, 20)",137.98614676455813,True
"(50, 25)",257.7433340197275,True
"(50, 30)",129.15552636383103,True
"(55, 5)",120.38633130128748,True
"(55, 10)",151.55541764001052,True
"(55, 15)",233.98544508392536,True
"(55, 20)",326.6315723994528,True
"(55, 25)",343.0224788583521,True
"(55, 30)",231.450972759637,True
"(60, 25)",200.30357751216735,True
"(60, 30)",212.2491369753684,True
"(60, 35)",326.28174168240855,True
"(60, 40)",182.55496989140264,True
"(65, 30)",329.1299360466435,True
"(65, 35)",264.41454290382336,True
"(65, 40)",62.438330992194985,True
"(65, 45)",335.18002981691603,True
"(65, 50)",419.48977592737634,True
"(70, 30)",411.5075391835365,True
"(70, 35)",230.96050243300812,True
"(70, 40)",291.94288493211,True
"(70, 45)",326.39830801035697,True
"(70, 50)",305.3905869930522,True
"(70, 55)",176.18870423732173,True
"(75, 35)",243.98964037913868,True
"(75, 40)",340.31843616238314,True
"(75, 45)",375.9277255379816,True
"(75, 50)",210.90929520533945,True
"(75, 55)",306.5199282399451,True
"(75, 60)",20.764506877800567,True
"(75, 65)",216.61158087054437,True
"(75, 75)",147.3247759182771,True
"(80, 25)",263.1103013132668,True
"(80, 45)",89.53028589838968,True
"(80, 50)",256.6520002358349,True
"(80, 55)",74.62901654663871,True
"(80, 60)",344.2390240483878,True
"(80, 65)",353.7924459965613,True
"(80, 70)",266.80125316020803,True
"(80, 75)",183.86025549652325,True
"(85, 35)",295.48927938999543,True
"(85, 50)",335.09720053529304,True
"(85, 55)",312.5996591042928,True
"(85, 60)",292.2800359141309,True
"(85, 65)",416.9114949945349,True
"(85, 70)",218.71240810974885,True
"(85, 75)",324.6420728076923,True
"(85, 80)",85.93042974842976,True
"(85, 85)",52.68721983069721,True
"(85, 95)",286.5609461384043,True
"(90, 40)",333.75517348674174,True
"(90, 60)",290.2641846699696,True
"(90, 65)",324.4758798969191,True
"(90, 70)",310.7345860812122,True
"(90, 75)",198.32712709243776,True
"(90, 80)",517.2156888784083,True
"(90, 85)",305.18630022123864,True
"(90, 90)",290.53388691958315,True
"(90, 95)",151.21974126200936,True
"(90, 100)",336.6340670969129,True
"(95, 60)",380.1310033369988,True
"(95, 70)",261.536601907054,True
"(95, 75)",338.49510591527843,True
"(95, 80)",184.38093473372658,True
"(95, 85)",284.40420248666584,True
"(95, 90)",200.4154521216654,True
"(95, 95)",213.9556727612036,True
"(95, 100)",200.45563843966062,True
"(95, 105)",21.80559816721518,True
"(100, 60)",279.3562454172255,True
"(100, 65)",398.0955170523612,True
"(100, 70)",311.5745234611245,True
"(100, 80)",226.46846939412282,True
"(100, 85)",240.97961668841117,True
"(100, 90)",264.2088661229878,True
"(100, 95)",286.8914712965704,True
"(100, 100)",188.4296315535342,True
"(100, 105)",177.07103617485882,True
"(100, 110)",13.10173727606665,True
"(100, 115)",447.7396552482575,True
"(100, 135)",57.60258597057788,True
"(105, 85)",198.6037302096891,True
"(105, 90)",275.4201562229796,True
"(105, 95)",354.6796602734508,True
"(105, 100)",200.39718388883574,True
"(105, 105)",100.93779726375752,True
"(105, 110)",131.04775428278262,True
"(105, 115)",8.267216849353192,True
"(105, 120)",110.03309655610279,True
"(110, 80)",342.7917666106069,True
"(110, 85)",88.14778384909866,True
"(110, 90)",265.6312282392032,True
"(110, 100)",219.2390387637065,True
"(110, 105)",207.87385583495387,True
"(110, 110)",198.57481526607071,True
"(110, 115)",244.6475959323787,True
"(110, 120)",216.44033349968794,True
"(110, 125)",105.17267892689655,True
"(110, 130)",39.41471406897558,True
"(110, 150)",139.08803355993336,True
"(110, 155)",296.41426229124215,True
"(115, 110)",477.89254956049524,True
"(115, 115)",3.2136954758933465,True
"(115, 120)",217.41944657205983,True
"(115, 125)",141.41979289996564,True
"(115, 130)",209.12481527391543,True
"(115, 135)",162.8525343175268,True
"(115, 140)",107.51421481919363,True
"(115, 150)",4.5725366070175175,True
"(120, 115)",124.25526870465,True
"(120, 120)",169.44208124645678,True
"(120, 125)",221.37988249201032,True
"(120, 130)",241.65650515533915,True
"(120, 135)",3.8296548713620115,True
"(120, 140)",12.902109132577436,True
"(120, 145)",5.099422078001158,True
"(120, 150)",4.784564226027901,True
"(120, 165)",6.869664728338653,True
"(120, 170)",12.460611504315239,True
"(125, 125)",348.76997348137604,True
"(125, 130)",397.2843244634577,True
"(125, 135)",233.34569904594835,True
"(125, 140)",231.53583363329435,True
"(125, 145)",13.28891713704526,True
"(125, 150)",17.0205128877264,True
"(125, 155)",2.2106232410122453,True
"(125, 160)",210.8864842785331,True
"(125, 165)",5.121973625138627,True
"(125, 170)",7.646090567523617,True
"(130, 135)",147.21456619084748,True
"(130, 140)",3.649341394008916,True
"(130, 145)",168.25320065958073,True
"(130, 150)",95.22361760011259,True
"(130, 155)",242.08328430850358,True
"(130, 160)",61.30654604760741,True
"(130, 165)",210.05635563541958,True
"(130, 170)",24.958387143835655,True
"(130, 175)",7.106372190420943,True
"(135, 145)",242.61454776794466,True
"(135, 150)",70.91383787038119,True
"(135, 155)",13.553276164642607,True
"(135, 160)",23.644111200019285,True
"(135, 165)",16.13394661355454,True
"(135, 170)",3.939755477483985,True
"(135, 175)",18.714663739990613,True
"(135, 180)",1.5894102672437733,True
"(140, 135)",302.7890921430361,True
"(140, 150)",144.75459333401966,True
"(140, 155)",224.68321661258622,True
"(140, 160)",20.060675697422212,True
