,RMSE,Error > 1m
"(40, 5)",7.062684417497955,True
"(40, 10)",55.541471845704,True
"(45, 5)",12.4758133137508,True
"(45, 10)",4.009071624064935,True
"(50, 5)",25.813088005957034,True
"(50, 10)",5.066604500303018,True
"(50, 15)",13.023778703704597,True
"(50, 20)",5.5107232161507085,True
"(50, 25)",46.770791349396106,True
"(50, 30)",3.6867207500268804,True
"(55, 5)",1.3090171291517139,True
"(55, 10)",28.85433944672242,True
"(55, 15)",2.275076504265538,True
"(55, 20)",6.252999807305308,True
"(55, 25)",7.35010767861745,True
"(55, 30)",1.007423174158637,True
"(60, 25)",230.2737864427678,True
"(60, 30)",12.226109065895342,True
"(60, 35)",3.458400072590734,True
"(60, 40)",3.8558163179395764,True
"(65, 30)",11.143797287328455,True
"(65, 35)",1.2023304090573856,True
"(65, 40)",1.2850454476738955,True
"(65, 45)",6.5738244291745005,True
"(65, 50)",204.22597485817394,True
"(70, 30)",8.988242947443771,True
"(70, 35)",6.925059975810134,True
"(70, 40)",2.9840063506861716,True
"(70, 45)",1.9141321662383688,True
"(70, 50)",2.917532197887674,True
"(70, 55)",8.750365078013077,True
"(75, 35)",2.4224863438943727,True
"(75, 40)",3.4168917547551594,True
"(75, 45)",6.108140869457333,True
"(75, 50)",3.9405123346983837,True
"(75, 55)",2.926543552228466,True
"(75, 60)",3.8089634918179067,True
"(75, 65)",9.22865919521943,True
"(75, 75)",3.7565999564667227,True
"(80, 25)",3.124932486858332,True
"(80, 45)",4.279924403161539,True
"(80, 50)",6.136846615157617,True
"(80, 55)",4.177126257686513,True
"(80, 60)",1.1746390548107504,True
"(80, 65)",2.2757448256182164,True
"(80, 70)",6.494742538819956,True
"(80, 75)",2.7766364241656643,True
"(85, 35)",3.6222985254688034,True
"(85, 50)",2.435713573037184,True
"(85, 55)",5.629119154930547,True
"(85, 60)",2.3633048972836272,True
"(85, 65)",0.24266835906679995,False
"(85, 70)",3.345133399398152,True
"(85, 75)",2.188405622625174,True
"(85, 80)",19.130969152480958,True
"(85, 85)",6.196968878596547,True
"(85, 95)",2.8420450431335036,True
"(90, 40)",2.3788050676921935,True
"(90, 60)",3.1309839822626433,True
"(90, 65)",3.115817264433088,True
"(90, 70)",5.521260878659302,True
"(90, 75)",1.5912181130089862,True
"(90, 80)",0.4908033511718937,False
"(90, 85)",3.7631193609006557,True
"(90, 90)",5.477176088571572,True
"(90, 95)",5.279252567068488,True
"(90, 100)",1.1906000109590262,True
"(95, 60)",2.848065766404041,True
"(95, 70)",3.4204282136556188,True
"(95, 75)",2.0135433418476625,True
"(95, 80)",1.985839348108574,True
"(95, 85)",1.157236155614071,True
"(95, 90)",0.1882630920311256,False
"(95, 95)",2.6137751171534833,True
"(95, 100)",4.5650476933645345,True
"(95, 105)",1.5098397790190428,True
"(100, 60)",1.2051429453887137,True
